Timestamp (UTC),Relay State,T2 (F),T1 (F)
2026-08-05T07:00:00Z,1,106.9410714,123.0202143
2026-08-05T07:15:00Z,1,107.80232,123.44756
2026-08-05T07:30:00Z,1,108.35036,124.04024
2026-08-05T07:45:00Z,1,107.77232,123.92
2026-08-05T08:00:00Z,1,107.7690714,123.7840571
2026-08-05T08:15:00Z,1,107.42,123.43988
2026-08-05T08:30:00Z,1,107.4878,123.62768
2026-08-05T08:45:00Z,1,107.5033143,123.7920286
2026-08-05T09:00:00Z,1,107.15,123.68816
2026-08-05T09:15:00Z,1,107.06768,123.71816
2026-08-05T09:30:00Z,1,107.54744,123.84488
2026-08-05T09:45:00Z,1,108.7088,124.5391571
2026-08-05T10:00:00Z,1,108.86744,125.14244
2026-08-05T10:15:00Z,1,107.95268,124.77512
2026-08-05T10:30:00Z,1,106.7565714,123.6713
2026-08-05T10:45:00Z,1,106.70024,123.4844
2026-08-05T11:00:00Z,1,107.21,123.6872
2026-08-05T11:15:00Z,1,108.22244,124.55036
2026-08-05T11:30:00Z,1,107.9057429,124.5718143
2026-08-05T11:45:00Z,1,108.58244,124.88048
2026-08-05T12:00:00Z,1,107.76476,124.64012
2026-08-05T12:15:00Z,1,108.07256,124.46
2026-08-05T12:30:00Z,1,108.0582286,124.7
2026-08-05T12:45:00Z,1,107.72,124.36244
2026-08-05T13:00:00Z,1,108.25988,124.48256
2026-08-05T13:15:00Z,1,108.5799714,123.1971286
2026-08-05T13:30:00Z,1,108.275,123.58988
2026-08-05T13:45:00Z,1,108.69512,124.51268
2026-08-05T14:00:00Z,1,108.99536,124.67756
2026-08-05T14:15:00Z,1,109.5123714,124.9979
2026-08-05T14:30:00Z,1,109.05524,124.89524
2026-08-05T14:45:00Z,1,108.85292,124.57292
2026-08-05T15:00:00Z,1,109.9303571,125.1820143
2026-08-05T15:15:00Z,1,111.27488,126.23792
2026-08-05T15:30:00Z,1,110.99744,126.02744
2026-08-05T15:45:00Z,1,111.32708,125.94476
2026-08-05T16:00:00Z,1,112.0758286,126.6607143
2026-08-05T16:15:00Z,1,112.70708,127.04024
2026-08-05T16:30:00Z,1,113.705,127.00964
2026-08-05T16:45:00Z,1,115.925,126.04244
2026-08-05T17:00:00Z,1,116.9938143,126.3151143
2026-08-05T17:15:00Z,1,118.475,127.02476
2026-08-05T17:30:00Z,1,119.10524,127.25732
2026-08-05T17:45:00Z,1,120.7385857,128.0991714
2026-08-05T18:00:00Z,1,121.60232,128.13524
2026-08-05T18:15:00Z,1,119.75744,127.28012
2026-08-05T18:30:00Z,1,118.82804,126.7628
2026-08-05T18:45:00Z,1,119.8625,127.1107143
2026-08-05T19:00:00Z,1,120.48536,127.85708
2026-08-05T19:15:00Z,1,119.78768,126.34232
2026-08-05T19:30:00Z,1,118.1427286,125.9534429
2026-08-05T19:45:00Z,1,116.75012,125.74952
2026-08-05T20:00:00Z,1,117.16292,125.84768
2026-08-05T20:15:00Z,1,116.35268,125.59256
2026-08-05T20:30:00Z,1,114.4223857,124.7240429
2026-08-05T20:45:00Z,1,112.77464,123.87524
2026-08-05T21:00:00Z,1,113.13512,124.63232
2026-08-05T21:15:00Z,1,113.53208,125
2026-08-05T21:30:00Z,1,114.1334857,125.5112857
2026-08-05T21:45:00Z,1,114.56768,125.95964
2026-08-05T22:00:00Z,1,114.25988,125.89964
2026-08-05T22:15:00Z,1,113.4020429,125.5920286
2026-08-05T22:30:00Z,1,112.41488,124.75244
2026-08-05T22:45:00Z,1,111.125,123.02012
2026-08-05T23:00:00Z,1,110.74256,122.77232
2026-08-05T23:15:00Z,1,110.6940714,123.1895429
2026-08-05T23:30:00Z,1,111.16976,123.08756
2026-08-05T23:45:00Z,1,111.21476,123.89
2026-08-06T00:00:00Z,1,110.8949,123.7997429
2026-08-06T00:15:00Z,1,110.99024,123.59012
2026-08-06T00:30:00Z,1,111.365,123.455
2026-08-06T00:45:00Z,1,110.08988,121.99256
2026-08-06T01:00:00Z,1,110.9185571,123.2938143
2026-08-06T01:15:00Z,1,111.86744,124.63232
2026-08-06T01:30:00Z,1,111.6728,124.8422
2026-08-06T01:45:00Z,1,112.16696,125.0378
2026-08-06T02:00:00Z,1,111.1115429,123.9766571
2026-08-06T02:15:00Z,1,110.05988,123.28232
2026-08-06T02:30:00Z,1,110.22476,123.65804
2026-08-06T02:45:00Z,1,110.3639,123.3660714
2026-08-06T03:00:00Z,1,110.49524,123.695
2026-08-06T03:15:00Z,1,110.24012,123.8072
2026-08-06T03:30:00Z,1,110.11988,123.785
2026-08-06T03:45:00Z,1,110.8787,124.5472571
2026-08-06T04:00:00Z,1,111.11768,125.11268
2026-08-06T04:15:00Z,1,110.74244,124.72208
2026-08-06T04:30:00Z,1,109.2072714,123.1329714
2026-08-06T04:45:00Z,1,108.68,122.95976
2026-08-06T05:00:00Z,1,109.685,123.965
2026-08-06T05:15:00Z,1,109.07744,123.47756
2026-08-06T05:30:00Z,1,108.2991714,122.4659429
2026-08-06T05:45:00Z,1,108.02744,122.99768
2026-08-06T06:00:00Z,1,108.1322,122.44268
2026-08-06T06:15:00Z,1,109.37024,123.75476
2026-08-06T06:30:00Z,1,108.9578429,123.6311857
2026-08-06T06:45:00Z,1,108.07232,123.3872
2026-08-06T07:00:00Z,1,107.16488,122.4122
2026-08-06T07:15:00Z,1,107.6645429,122.3774857
2026-08-06T07:30:00Z,1,107.7578,123.02768
2026-08-06T07:45:00Z,1,107.77268,123.2828
2026-08-06T08:00:00Z,1,107.9828,123.55232
2026-08-06T08:15:00Z,1,108.5077143,123.7515286
2026-08-06T08:30:00Z,1,108.73988,124.025
2026-08-06T08:45:00Z,1,108.83048,124.34684
2026-08-06T09:00:00Z,1,108.4116714,123.3820143
2026-08-06T09:15:00Z,1,106.46024,120.85244
2026-08-06T09:30:00Z,1,105.92756,121.625
2026-08-06T09:45:00Z,1,106.90244,121.35512
2026-08-06T10:00:00Z,1,106.5719429,120.9554857
2026-08-06T10:15:00Z,1,106.41512,122.48
2026-08-06T10:30:00Z,1,105.7628,122.67464
2026-08-06T10:45:00Z,1,106.71476,123.5378
2026-08-06T11:00:00Z,1,106.3383286,123.3743
2026-08-06T11:15:00Z,1,106.39232,123.47672
2026-08-06T11:30:00Z,1,107.0078,123.58976
2026-08-06T11:45:00Z,1,107.6079714,124.106
2026-08-06T12:00:00Z,1,107.69756,124.30964
2026-08-06T12:15:00Z,1,107.41232,124.14524
2026-08-06T12:30:00Z,1,107.465,123.69512
2026-08-06T12:45:00Z,1,107.2465571,123.6553571
2026-08-06T13:00:00Z,1,107.47244,124.00256
2026-08-06T13:15:00Z,1,107.08964,123.34244
2026-08-06T13:30:00Z,1,107.1822714,122.9402429
2026-08-06T13:45:00Z,1,107.28464,123.05756
2026-08-06T14:00:00Z,1,107.23196,123.39476
2026-08-06T14:15:00Z,1,107.71256,123.5978
2026-08-06T14:30:00Z,1,107.0854571,122.3052286
2026-08-06T14:45:00Z,1,105.49268,120.995
2026-08-06T15:00:00Z,1,105.64232,121.56488
2026-08-06T15:15:00Z,1,107.89256,123.62744
2026-08-06T15:30:00Z,1,109.6251286,125.3186857
2026-08-06T15:45:00Z,1,110.375,126.02756
2026-08-06T16:00:00Z,1,110.80988,126.25988
2026-08-06T16:15:00Z,1,111.2398571,126.3641
2026-08-06T16:30:00Z,1,112.4672,126.49292
2026-08-06T16:45:00Z,1,116.27768,127.19732
2026-08-06T17:00:00Z,1,117.40988,127.51928
2026-08-06T17:15:00Z,1,118.625,127.5445143
2026-08-06T17:30:00Z,1,119.5178,127.28024
2026-08-06T17:45:00Z,1,119.11268,127.4
2026-08-06T18:00:00Z,1,118.80536,127.25036
2026-08-06T18:15:00Z,1,118.4405,126.7246143
2026-08-06T18:30:00Z,1,118.55768,126.40256
2026-08-06T18:45:00Z,1,119.255,126.67256
2026-08-06T19:00:00Z,1,120.4655,128.2674714
2026-08-06T19:15:00Z,1,119.98256,128.24744
2026-08-06T19:30:00Z,1,119.12756,127.9172
2026-08-06T19:45:00Z,1,118.00268,126.36512
2026-08-06T20:00:00Z,1,116.3910714,125.3027429
2026-08-06T20:15:00Z,1,115.69256,125.26976
2026-08-06T20:30:00Z,1,114.46256,125.23232
2026-08-06T20:45:00Z,1,114.0369286,124.3222571
2026-08-06T21:00:00Z,1,113.36036,124.36184
2026-08-06T21:15:00Z,1,113.00036,124.29524
2026-08-06T21:30:00Z,1,113.6372,125.20964
2026-08-06T21:45:00Z,1,113.3290143,125.1339286
2026-08-06T22:00:00Z,1,112.58744,123.54488
2026-08-06T22:15:00Z,1,111.785,122.61536
2026-08-06T22:30:00Z,1,111.6878,123.43244
2026-08-06T22:45:00Z,1,112.0361,124.1376286
