Timestamp (UTC),Relay State,T2 (F),T1 (F)
2026-08-05T07:00:00Z,1,101.14268,113.21
2026-08-05T07:15:00Z,1,100.5604571,112.5178571
2026-08-05T07:30:00Z,1,100.33292,112.28012
2026-08-05T07:45:00Z,1,100.09184,111.81536
2026-08-05T08:00:00Z,1,99.76524286,111.6179857
2026-08-05T08:15:00Z,1,99.55244,111.70208
2026-08-05T08:30:00Z,1,99.68732,111.97256
2026-08-05T08:45:00Z,1,99.99011429,112.0357143
2026-08-05T09:00:00Z,1,99.77732,111.03512
2026-08-05T09:15:00Z,1,100.01756,112.73768
2026-08-05T09:30:00Z,1,100.5285714,113.4101429
2026-08-05T09:45:00Z,1,100.76756,113.70524
2026-08-05T10:00:00Z,1,101.4722,113.83292
2026-08-05T10:15:00Z,1,101.4369286,114.0845
2026-08-05T10:30:00Z,1,102.34988,115.12988
2026-08-05T10:45:00Z,1,102.41792,115.30952
2026-08-05T11:00:00Z,1,101.9348857,115.2181143
2026-08-05T11:15:00Z,1,102.00464,115.22024
2026-08-05T11:30:00Z,1,101.87744,115.24256
2026-08-05T11:45:00Z,1,102.1195143,115.2739143
2026-08-05T12:00:00Z,1,102.34976,115.1972
2026-08-05T12:15:00Z,1,102.42488,115.14524
2026-08-05T12:30:00Z,1,103.0915143,115.5554857
2026-08-05T12:45:00Z,1,103.445,115.96244
2026-08-05T13:00:00Z,1,103.52768,116.16488
2026-08-05T13:15:00Z,1,103.6380714,116.2217429
2026-08-05T13:30:00Z,1,103.92524,116.17988
2026-08-05T13:45:00Z,1,104.0222,116.24024
2026-08-05T14:00:00Z,1,103.1561857,114.3343143
2026-08-05T14:15:00Z,1,101.825,113.46488
2026-08-05T14:30:00Z,1,101.9022286,114.6318286
2026-08-05T14:45:00Z,1,101.9522,115.13732
2026-08-05T15:00:00Z,1,102.92744,115.28732
2026-08-05T15:15:00Z,1,103.5739143,115.8608429
2026-08-05T15:30:00Z,1,103.39256,115.82024
2026-08-05T15:45:00Z,1,103.11476,115.55024
2026-08-05T16:00:00Z,1,102.7783143,114.8802286
2026-08-05T16:15:00Z,1,103.0322,114.80732
2026-08-05T16:30:00Z,1,103.63268,115.31012
2026-08-05T16:45:00Z,1,103.6223857,115.5472571
2026-08-05T17:00:00Z,1,102.93512,115.14452
2026-08-05T17:15:00Z,1,103.40012,114.61256
2026-08-05T17:30:00Z,1,106.0333571,114.1977714
2026-08-05T17:45:00Z,1,107.92244,115.115
2026-08-05T18:00:00Z,1,109.63988,115.94744
2026-08-05T18:15:00Z,1,109.6810571,114.5267857
2026-08-05T18:30:00Z,1,109.50488,115.36244
2026-08-05T18:45:00Z,1,107.96024,114.79268
2026-08-05T19:00:00Z,1,106.025,113.0322714
2026-08-05T19:15:00Z,1,105.66524,113.87732
2026-08-05T19:30:00Z,1,105.3728,113.915
2026-08-05T19:45:00Z,1,106.9813143,113.4824
2026-08-05T20:00:00Z,1,108.125,114.40256
2026-08-05T20:15:00Z,1,106.085,114.99488
2026-08-05T20:30:00Z,1,105.8478286,113.8839286
2026-08-05T20:45:00Z,1,105.275,112.3472
2026-08-05T21:00:00Z,1,105.035,113.11208
2026-08-05T21:15:00Z,1,104.8597571,111.6578429
2026-08-05T21:30:00Z,1,104.0522,111.845
2026-08-05T21:45:00Z,1,104.825,113.88476
2026-08-05T22:00:00Z,1,105.5027429,114.3497429
2026-08-05T22:15:00Z,1,105.69548,114.66488
2026-08-05T22:30:00Z,1,106.39268,115.16756
2026-08-05T22:45:00Z,1,106.8929857,115.7403714
2026-08-05T23:00:00Z,1,105.91244,110.30012
2026-08-05T23:15:00Z,1,103.39256,106.37012
2026-08-05T23:30:00Z,1,101.7178571,104.6266571
2026-08-05T23:45:00Z,1,100.63244,103.35488
2026-08-06T00:00:00Z,1,99.41012,102.725
2026-08-06T00:15:00Z,1,99.85357143,107.4313143
2026-08-06T00:30:00Z,1,101.67512,109.82768
2026-08-06T00:45:00Z,1,102.80744,110.86244
2026-08-06T01:00:00Z,1,103.1478286,111.2
2026-08-06T01:15:00Z,1,103.20512,110.93744
2026-08-06T01:30:00Z,1,102.92792,110.585
2026-08-06T01:45:00Z,1,103.3331,111.3369286
2026-08-06T02:00:00Z,1,103.70768,111.455
2026-08-06T02:15:00Z,1,102.905,112.19756
2026-08-06T02:30:00Z,1,103.6221286,112.8072714
2026-08-06T02:45:00Z,1,103.19756,111.50732
2026-08-06T03:00:00Z,1,102.5695143,110.9594429
2026-08-06T03:15:00Z,1,101.91488,109.19744
2026-08-06T03:30:00Z,1,100.78268,108.92036
2026-08-06T03:45:00Z,1,100.9383286,110.9829714
2026-08-06T04:00:00Z,1,101.61488,112.06988
2026-08-06T04:15:00Z,1,102.29732,113.23256
2026-08-06T04:30:00Z,1,103.0119286,112.3570143
2026-08-06T04:45:00Z,1,102.99512,113.42
2026-08-06T05:00:00Z,1,103.6328,114.98732
2026-08-06T05:15:00Z,1,104.1688143,115.9493
2026-08-06T05:30:00Z,1,104.32976,115.37732
2026-08-06T05:45:00Z,1,103.66232,114.47024
2026-08-06T06:00:00Z,1,103.325,115.3465571
2026-08-06T06:15:00Z,1,103.79024,116.27024
2026-08-06T06:30:00Z,1,103.84988,115.28
