Timestamp (UTC),Relay State,T2 (F),T1 (F)
2026-08-05T07:00:00Z,1,100.7381429,112.3410714
2026-08-05T07:15:00Z,1,101.50244,112.54964
2026-08-05T07:30:00Z,1,102.22232,112.69244
2026-08-05T07:45:00Z,1,102.5214286,113.7552286
2026-08-05T08:00:00Z,1,103.24268,114.26072
2026-08-05T08:15:00Z,1,103.30232,114.27452
2026-08-05T08:30:00Z,1,103.5578429,114.7600143
2026-08-05T08:45:00Z,1,103.66196,114.85208
2026-08-05T09:00:00Z,1,103.52024,114.815
2026-08-05T09:15:00Z,1,103.6388429,115.0410714
2026-08-05T09:30:00Z,1,102.99476,114.52244
2026-08-05T09:45:00Z,1,102.8528,114.56744
2026-08-05T10:00:00Z,1,102.7542714,114.5990429
2026-08-05T10:15:00Z,1,102.75464,114.2828
2026-08-05T10:30:00Z,1,102.695,114.18512
2026-08-05T10:45:00Z,1,102.7866714,113.9723857
2026-08-05T11:00:00Z,1,102.41732,114.19268
2026-08-05T11:15:00Z,1,102.46244,114.35756
2026-08-05T11:30:00Z,1,103.1723857,114.7037
2026-08-05T11:45:00Z,1,102.62024,115.19744
2026-08-05T12:00:00Z,1,102.87488,114.83
2026-08-05T12:15:00Z,1,103.1159429,114.4545286
2026-08-05T12:30:00Z,1,102.21512,115.01756
2026-08-05T12:45:00Z,1,101.94512,114.52988
2026-08-05T13:00:00Z,1,102.9633286,114.6155
2026-08-05T13:15:00Z,1,103.55012,115.07756
2026-08-05T13:30:00Z,1,103.6472,115.24256
2026-08-05T13:45:00Z,1,104.1366714,115.1537
2026-08-05T14:00:00Z,1,104.76512,115.52744
2026-08-05T14:15:00Z,1,105.04988,116.0678
2026-08-05T14:30:00Z,1,104.3691286,115.4585429
2026-08-05T14:45:00Z,1,104.29232,115.45952
2026-08-05T15:00:00Z,1,105.245,115.83476
2026-08-05T15:15:00Z,1,105.4464286,115.5232143
2026-08-05T15:30:00Z,1,105.0572,115.46792
2026-08-05T15:45:00Z,1,104.91548,115.33964
2026-08-05T16:00:00Z,1,105.5426,115.7
2026-08-05T16:15:00Z,1,105.33512,115.4378
2026-08-05T16:30:00Z,1,105.05744,115.12988
2026-08-05T16:45:00Z,1,105.3012714,115.2501286
2026-08-05T17:00:00Z,1,105.35744,115.47524
2026-08-05T17:15:00Z,1,105.40256,114.97244
2026-08-05T17:30:00Z,1,105.2537,114.5909429
2026-08-05T17:45:00Z,1,105.40988,114.66488
2026-08-05T18:00:00Z,1,105.935,115.28756
2026-08-05T18:15:00Z,1,106.0891571,115.4591857
2026-08-05T18:30:00Z,1,106.23524,115.07768
2026-08-05T18:45:00Z,1,105.9122,114.56768
2026-08-05T19:00:00Z,1,104.4660714,113.3693857
2026-08-05T19:15:00Z,1,103.76756,112.60244
2026-08-05T19:30:00Z,1,103.23476,112.26524
2026-08-05T19:45:00Z,1,103.9196429,113.1847571
2026-08-05T20:00:00Z,1,104.80292,113.3072
2026-08-05T20:15:00Z,1,105.0278,113.5542714
