Timestamp (UTC),Relay State,T2 (F),T1 (F)
2026-08-05T07:00:00Z,1,103.1678,113.045
2026-08-05T07:15:00Z,1,103.6706,113.8516571
2026-08-05T07:30:00Z,1,104.12732,114.43232
2026-08-05T07:45:00Z,1,103.85732,113.95256
2026-08-05T08:00:00Z,1,103.3652429,114.4385857
2026-08-05T08:15:00Z,1,103.63256,114.5
2026-08-05T08:30:00Z,1,104.24756,115.6772
2026-08-05T08:45:00Z,1,104.3537,115.8608429
2026-08-05T09:00:00Z,1,104.48744,115.7678
2026-08-05T09:15:00Z,1,103.43744,115.02488
2026-08-05T09:30:00Z,1,100.7696429,111.4972571
2026-08-05T09:45:00Z,1,98.15756,108.68756
2026-08-05T10:00:00Z,1,97.85012,109.37744
2026-08-05T10:15:00Z,1,100.2795286,111.4730857
2026-08-05T10:30:00Z,1,101.83988,113.86976
2026-08-05T10:45:00Z,1,102.95768,114.74744
2026-08-05T11:00:00Z,1,103.8230857,116.5759571
2026-08-05T11:15:00Z,1,104.35244,117.41768
2026-08-05T11:30:00Z,1,104.59184,117.83816
2026-08-05T11:45:00Z,1,104.5540143,117.7817
2026-08-05T12:00:00Z,1,104.48732,117.61256
2026-08-05T12:15:00Z,1,103.96232,116.95988
2026-08-05T12:30:00Z,1,103.5340571,116.6480857
2026-08-05T12:45:00Z,1,103.53512,116.8928
2026-08-05T13:00:00Z,1,103.55756,117.17756
2026-08-05T13:15:00Z,1,103.9435571,117.6766571
2026-08-05T13:30:00Z,1,104.3822,117.71768
2026-08-05T13:45:00Z,1,104.48756,117.44744
2026-08-05T14:00:00Z,1,104.9717429,117.9978286
2026-08-05T14:15:00Z,1,104.87024,117.69512
2026-08-05T14:30:00Z,1,104.71268,117.2372
2026-08-05T14:45:00Z,1,104.9880714,117.4512714
2026-08-05T15:00:00Z,1,104.39036,116.27744
2026-08-05T15:15:00Z,1,105.08744,117.07964
2026-08-05T15:30:00Z,1,104.8760857,116.7046571
2026-08-05T15:45:00Z,1,104.53268,116.01488
2026-08-05T16:00:00Z,1,103.66232,114.67988
2026-08-05T16:15:00Z,1,103.8151143,114.8159429
2026-08-05T16:30:00Z,1,105.16268,116.615
2026-08-05T16:45:00Z,1,109.41536,118.64768
2026-08-05T17:00:00Z,1,116.405,120.31232
2026-08-05T17:15:00Z,1,118.7615429,120.7623714
2026-08-05T17:30:00Z,1,119.68268,121.74488
2026-08-05T17:45:00Z,1,121.655,122.92256
2026-08-05T18:00:00Z,1,123.2377571,123.1817
2026-08-05T18:15:00Z,1,124.36976,121.33976
2026-08-05T18:30:00Z,1,127.28,118.14476
2026-08-05T18:45:00Z,1,128.6695143,118.6649857
2026-08-05T19:00:00Z,1,127.15988,116.66768
2026-08-05T19:15:00Z,1,125.52512,117.40256
2026-08-05T19:30:00Z,1,126.0340571,142.8365429
2026-08-05T19:45:00Z,1,126.43988,187.35548
2026-08-05T20:00:00Z,1,125.4572,152.32244
2026-08-05T20:15:00Z,1,123.6148571,112.6946429
2026-08-05T20:30:00Z,1,120.61244,113.285
2026-08-05T20:45:00Z,1,117.85988,110.71244
2026-08-05T21:00:00Z,1,117.2910714,110.3963
2026-08-05T21:15:00Z,1,117.80756,112.72232
2026-08-05T21:30:00Z,1,116.84756,114.99488
2026-08-05T21:45:00Z,1,114.9362857,116.2866714
2026-08-05T22:00:00Z,1,114.2,117.54488
2026-08-05T22:15:00Z,1,114.74756,118.86488
2026-08-05T22:30:00Z,1,115.4751286,119.3075857
2026-08-05T22:45:00Z,1,114.3572,117.95744
2026-08-05T23:00:00Z,1,114.57476,118.40732
2026-08-05T23:15:00Z,1,114.5107143,118.9703429
2026-08-05T23:30:00Z,1,114.33464,119.3972
2026-08-05T23:45:00Z,1,112.29512,116.65256
2026-08-06T00:00:00Z,1,111.3369286,115.9007
2026-08-06T00:15:00Z,1,109.58,113.31488
2026-08-06T00:30:00Z,1,108.68024,112.79756
2026-08-06T00:45:00Z,1,109.3759571,114.2296571
2026-08-06T01:00:00Z,1,110.80988,116.225
2026-08-06T01:15:00Z,1,111.61244,117.21488
2026-08-06T01:30:00Z,1,111.15536,117.52232
2026-08-06T01:45:00Z,1,110.2114143,116.5033143
2026-08-06T02:00:00Z,1,110.15024,116.71292
2026-08-06T02:15:00Z,1,110.48,117.49952
2026-08-06T02:30:00Z,1,110.7101429,117.9336714
2026-08-06T02:45:00Z,1,110.75024,118.39244
2026-08-06T03:00:00Z,1,110.99012,118.84256
2026-08-06T03:15:00Z,1,110.4045286,118.4002571
2026-08-06T03:30:00Z,1,109.97012,118.03244
2026-08-06T03:45:00Z,1,107.53988,115.15256
2026-08-06T04:00:00Z,1,106.1537,113.7632
2026-08-06T04:15:00Z,1,103.13732,110.11232
2026-08-06T04:30:00Z,1,102.50756,109.95452
2026-08-06T04:45:00Z,1,102.3688143,110.1795286
2026-08-06T05:00:00Z,1,101.96,110.13476
2026-08-06T05:15:00Z,1,102.19244,110.48
2026-08-06T05:30:00Z,1,102.8108429,111.6339286
2026-08-06T05:45:00Z,1,101.35256,110.14244
2026-08-06T06:00:00Z,1,100.11452,108.78488
2026-08-06T06:15:00Z,1,99.7979,108.9259571
2026-08-06T06:30:00Z,1,100.14536,109.67744
2026-08-06T06:45:00Z,1,100.88,110.74256
2026-08-06T07:00:00Z,1,102.3767857,112.6222571
2026-08-06T07:15:00Z,1,103.60988,114.2006
2026-08-06T07:30:00Z,1,104.03768,115.06256
2026-08-06T07:45:00Z,1,104.6185571,116.0292714
2026-08-06T08:00:00Z,1,104.88512,116.56268
2026-08-06T08:15:00Z,1,105.26012,117.0428
2026-08-06T08:30:00Z,1,105.5669,117.4357143
2026-08-06T08:45:00Z,1,105.77768,117.77024
2026-08-06T09:00:00Z,1,105.9872,118.00964
2026-08-06T09:15:00Z,1,106.0412,118.1183
2026-08-06T09:30:00Z,1,106.05524,118.06916
2026-08-06T09:45:00Z,1,105.95696,117.99464
2026-08-06T10:00:00Z,1,105.8878143,117.9258286
2026-08-06T10:15:00Z,1,105.36512,117.10988
2026-08-06T10:30:00Z,1,104.11268,115.73012
2026-08-06T10:45:00Z,1,102.9872429,115.6516571
2026-08-06T11:00:00Z,1,103.53488,116.52488
2026-08-06T11:15:00Z,1,104.48732,117.60536
2026-08-06T11:30:00Z,1,105.2940714,117.8542143
2026-08-06T11:45:00Z,1,105.24584,117.66452
2026-08-06T12:00:00Z,1,105.25304,117.79244
2026-08-06T12:15:00Z,1,104.2972571,116.4792714
2026-08-06T12:30:00Z,1,103.43012,115.60988
2026-08-06T12:45:00Z,1,104.14268,116.71268
2026-08-06T13:00:00Z,1,104.5225143,117.1387143
2026-08-06T13:15:00Z,1,104.57756,117.26024
2026-08-06T13:30:00Z,1,103.31,115.0172
2026-08-06T13:45:00Z,1,102.44756,113.99744
2026-08-06T14:00:00Z,1,103.6704714,115.6757
2026-08-06T14:15:00Z,1,104.61524,116.79548
2026-08-06T14:30:00Z,1,105.44,117.54488
2026-08-06T14:45:00Z,1,106.0815714,117.9178571
2026-08-06T15:00:00Z,1,105.33512,117.9722
2026-08-06T15:15:00Z,1,106.20512,117.50804
2026-08-06T15:30:00Z,1,106.0972571,117.1218714
2026-08-06T15:45:00Z,1,106.1522,116.86988
2026-08-06T16:00:00Z,1,105.87488,116.09744
2026-08-06T16:15:00Z,1,106.8365429,117.3151143
2026-08-06T16:30:00Z,1,108.61244,118.27244
2026-08-06T16:45:00Z,1,113.03744,118.85756
2026-08-06T17:00:00Z,1,118.2152429,119.3159429
2026-08-06T17:15:00Z,1,120.21476,119.6144
2026-08-06T17:30:00Z,1,121.30988,119.92964
2026-08-06T17:45:00Z,1,122.5383286,120.2001286
2026-08-06T18:00:00Z,1,122.68976,118.73036
2026-08-06T18:15:00Z,1,123.14744,118.47512
2026-08-06T18:30:00Z,1,121.4616714,116.8412
2026-08-06T18:45:00Z,1,121.89512,118.16756
2026-08-06T19:00:00Z,1,125.04488,120.77
2026-08-06T19:15:00Z,1,126.5885857,122.0563143
2026-08-06T19:30:00Z,1,127.34036,121.91
2026-08-06T19:45:00Z,1,126.87524,120.82244
2026-08-06T20:00:00Z,1,126.5567,119.9270429
2026-08-06T20:15:00Z,1,126.77,119.84732
2026-08-06T20:30:00Z,1,126.95036,120.22244
2026-08-06T20:45:00Z,1,128.6456,122.9159429
2026-08-06T21:00:00Z,1,130.06976,125.35232
2026-08-06T21:15:00Z,1,126.04232,121.35512
2026-08-06T21:30:00Z,1,118.07,113.48768
2026-08-06T21:45:00Z,1,114.1649857,113.0239143
2026-08-06T22:00:00Z,1,112.34732,113.53268
2026-08-06T22:15:00Z,1,113.735,116.21732
2026-08-06T22:30:00Z,1,115.1619286,117.8859714
2026-08-06T22:45:00Z,1,115.03268,118.35524
2026-08-06T23:00:00Z,1,114.48464,118.17512
2026-08-06T23:15:00Z,1,110.9346286,114.3581
2026-08-06T23:30:00Z,1,107.88512,110.83232
2026-08-06T23:45:00Z,1,106.62512,109.77488
2026-08-07T00:00:00Z,1,107.5919,111.5375
2026-08-07T00:15:00Z,1,108.67256,113.60756
2026-08-07T00:30:00Z,1,110.29232,116.03744
2026-08-07T00:45:00Z,1,110.2919,116.0056143
2026-08-07T01:00:00Z,1,109.12988,114.77012
2026-08-07T01:15:00Z,1,109.70768,115.51988
2026-08-07T01:30:00Z,1,110.5817,117.0179857
2026-08-07T01:45:00Z,1,109.46,115.73744
2026-08-07T02:00:00Z,1,108.05012,114.60512
2026-08-07T02:15:00Z,1,107.2304857,113.9401143
2026-08-07T02:30:00Z,1,104.33,110.60756
